product_id,product_type,product_name,size,colour,quantity_x,description,sales_id,order_id,price_per_unit,quantity_y,total_price,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,zip_code,city,state,country,bins
1.0,Shirt,Oxford Cloth,S,red,53.0,"A red coloured, S sized, Oxford Cloth Shirt",22.0,5.0,96.0,3.0,288.0,441.0,14719.0,2021-3-23,2021-03-24,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(111.75, 115.375]"
148.0,Shirt,Linen,L,orange,73.0,"A orange coloured, L sized, Linen Shirt",20.0,5.0,91.0,2.0,182.0,441.0,14719.0,2021-3-23,2021-03-24,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(115.375, 119.0]"
475.0,Jacket,Puffer,XS,blue,57.0,"A blue coloured, XS sized, Puffer Jacket",21.0,5.0,118.0,2.0,236.0,441.0,14719.0,2021-3-23,2021-03-24,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(108.125, 111.75]"
635.0,Jacket,Coach,XS,orange,42.0,"A orange coloured, XS sized, Coach Jacket",25.0,5.0,93.0,3.0,279.0,441.0,14719.0,2021-3-23,2021-03-24,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(111.75, 115.375]"
639.0,Jacket,Coach,XL,orange,46.0,"A orange coloured, XL sized, Coach Jacket",26.0,5.0,93.0,3.0,279.0,441.0,14719.0,2021-3-23,2021-03-24,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(111.75, 115.375]"
695.0,Jacket,Parka,XS,violet,59.0,"A violet coloured, XS sized, Parka Jacket",27.0,5.0,113.0,1.0,113.0,441.0,14719.0,2021-3-23,2021-03-24,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(115.375, 119.0]"
830.0,Jacket,Shearling,XS,indigo,68.0,"A indigo coloured, XS sized, Shearling Jacket",23.0,5.0,117.0,3.0,351.0,441.0,14719.0,2021-3-23,2021-03-24,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(93.625, 97.25]"
1209.0,Trousers,Pleated,XL,green,55.0,"A green coloured, XL sized, Pleated Trousers",24.0,5.0,105.0,3.0,315.0,441.0,14719.0,2021-3-23,2021-03-24,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(89.971, 93.625]"
286.0,Shirt,Cuban Collar,S,orange,50.0,"A orange coloured, S sized, Cuban Collar Shirt",2243.0,454.0,105.0,2.0,210.0,441.0,40423.0,2021-3-29,2021-04-12,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(89.971, 93.625]"
382.0,Shirt,Henley,M,violet,44.0,"A violet coloured, M sized, Henley Shirt",2244.0,454.0,94.0,2.0,188.0,441.0,40423.0,2021-3-29,2021-04-12,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(89.971, 93.625]"
669.0,Jacket,Parka,XL,red,64.0,"A red coloured, XL sized, Parka Jacket",2241.0,454.0,113.0,3.0,339.0,441.0,40423.0,2021-3-29,2021-04-12,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(115.375, 119.0]"
693.0,Jacket,Parka,L,indigo,44.0,"A indigo coloured, L sized, Parka Jacket",2242.0,454.0,113.0,1.0,113.0,441.0,40423.0,2021-3-29,2021-04-12,Artemas Vasilischev,Bigender,53.0,33 Richards JunctionApt. 478,7650.0,South Rileyview,Western Australia,Australia,"(115.375, 119.0]"
1.0,Shirt,Oxford Cloth,S,red,53.0,"A red coloured, S sized, Oxford Cloth Shirt",1121.0,231.0,96.0,1.0,96.0,731.0,58824.0,2021-3-20,2021-04-09,Olimpia Tankus,Genderfluid,39.0,6434 Callum RoadApt. 396,3505.0,North Jessica,Western Australia,Australia,"(111.75, 115.375]"
126.0,Shirt,Denim,S,blue,47.0,"A blue coloured, S sized, Denim Shirt",1123.0,231.0,92.0,2.0,184.0,731.0,58824.0,2021-3-20,2021-04-09,Olimpia Tankus,Genderfluid,39.0,6434 Callum RoadApt. 396,3505.0,North Jessica,Western Australia,Australia,"(111.75, 115.375]"
192.0,Shirt,Camp Collared,M,green,41.0,"A green coloured, M sized, Camp Collared Shirt",1119.0,231.0,98.0,2.0,196.0,731.0,58824.0,2021-3-20,2021-04-09,Olimpia Tankus,Genderfluid,39.0,6434 Callum RoadApt. 396,3505.0,North Jessica,Western Australia,Australia,"(111.75, 115.375]"
646.0,Jacket,Coach,S,green,60.0,"A green coloured, S sized, Coach Jacket",1120.0,231.0,93.0,2.0,186.0,731.0,58824.0,2021-3-20,2021-04-09,Olimpia Tankus,Genderfluid,39.0,6434 Callum RoadApt. 396,3505.0,North Jessica,Western Australia,Australia,"(111.75, 115.375]"
740.0,Jacket,Peacoat,XS,orange,78.0,"A orange coloured, XS sized, Peacoat Jacket",1122.0,231.0,109.0,1.0,109.0,731.0,58824.0,2021-3-20,2021-04-09,Olimpia Tankus,Genderfluid,39.0,6434 Callum RoadApt. 396,3505.0,North Jessica,Western Australia,Australia,"(100.875, 104.5]"
1.0,Shirt,Oxford Cloth,S,red,53.0,"A red coloured, S sized, Oxford Cloth Shirt",1741.0,353.0,96.0,3.0,288.0,774.0,46198.0,2021-3-30,2021-04-05,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(111.75, 115.375]"
18.0,Shirt,Oxford Cloth,L,green,52.0,"A green coloured, L sized, Oxford Cloth Shirt",1738.0,353.0,96.0,2.0,192.0,774.0,46198.0,2021-3-30,2021-04-05,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(111.75, 115.375]"
87.0,Shirt,Flannel,M,green,66.0,"A green coloured, M sized, Flannel Shirt",1742.0,353.0,118.0,3.0,354.0,774.0,46198.0,2021-3-30,2021-04-05,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(93.625, 97.25]"
174.0,Shirt,Linen,XL,violet,73.0,"A violet coloured, XL sized, Linen Shirt",1740.0,353.0,91.0,3.0,273.0,774.0,46198.0,2021-3-30,2021-04-05,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(115.375, 119.0]"
396.0,Shirt,Casual Slim Fit,S,yellow,45.0,"A yellow coloured, S sized, Casual Slim Fit Shirt",1739.0,353.0,119.0,1.0,119.0,774.0,46198.0,2021-3-30,2021-04-05,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(111.75, 115.375]"
594.0,Jacket,Bomber,XL,violet,53.0,"A violet coloured, XL sized, Bomber Jacket",1744.0,353.0,100.0,1.0,100.0,774.0,46198.0,2021-3-30,2021-04-05,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(89.971, 93.625]"
948.0,Trousers,Slim-Fit,L,red,80.0,"A red coloured, L sized, Slim-Fit Trousers",1743.0,353.0,97.0,1.0,97.0,774.0,46198.0,2021-3-30,2021-04-05,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(115.375, 119.0]"
6.0,Shirt,Oxford Cloth,S,orange,72.0,"A orange coloured, S sized, Oxford Cloth Shirt",13.0,3.0,96.0,2.0,192.0,774.0,46763.0,2021-10-8,2021-11-03,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(111.75, 115.375]"
54.0,Shirt,Dress,XL,green,52.0,"A green coloured, XL sized, Dress Shirt",12.0,3.0,104.0,1.0,104.0,774.0,46763.0,2021-10-8,2021-11-03,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(115.375, 119.0]"
1010.0,Trousers,Wool,XS,violet,80.0,"A violet coloured, XS sized, Wool Trousers",14.0,3.0,106.0,2.0,212.0,774.0,46763.0,2021-10-8,2021-11-03,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(108.125, 111.75]"
820.0,Jacket,Shearling,XS,green,74.0,"A green coloured, XS sized, Shearling Jacket",4713.0,944.0,117.0,2.0,234.0,774.0,27648.0,2021-7-17,2021-08-09,Ellynn Korba,Genderqueer,34.0,2096 Wilson MewsApt. 714,8590.0,West Jonathanshire,Tasmania,Australia,"(93.625, 97.25]"
1.0,Shirt,Oxford Cloth,S,red,53.0,"A red coloured, S sized, Oxford Cloth Shirt",3201.0,644.0,96.0,2.0,192.0,207.0,52925.0,2021-3-13,2021-03-22,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(111.75, 115.375]"
167.0,Shirt,Linen,M,indigo,72.0,"A indigo coloured, M sized, Linen Shirt",3200.0,644.0,91.0,3.0,273.0,207.0,52925.0,2021-3-13,2021-03-22,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(115.375, 119.0]"
454.0,Jacket,Denim,XL,violet,63.0,"A violet coloured, XL sized, Denim Jacket",3199.0,644.0,107.0,2.0,214.0,207.0,52925.0,2021-3-13,2021-03-22,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(89.971, 93.625]"
957.0,Trousers,Slim-Fit,M,yellow,55.0,"A yellow coloured, M sized, Slim-Fit Trousers",3202.0,644.0,97.0,3.0,291.0,207.0,52925.0,2021-3-13,2021-03-22,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(115.375, 119.0]"
49.0,Shirt,Dress,XL,yellow,75.0,"A yellow coloured, XL sized, Dress Shirt",1447.0,296.0,104.0,2.0,208.0,207.0,47076.0,2021-10-22,2021-10-25,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(115.375, 119.0]"
100.0,Shirt,Flannel,XS,violet,72.0,"A violet coloured, XS sized, Flannel Shirt",1446.0,296.0,118.0,1.0,118.0,207.0,47076.0,2021-10-22,2021-10-25,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(93.625, 97.25]"
103.0,Shirt,Flannel,L,violet,76.0,"A violet coloured, L sized, Flannel Shirt",1449.0,296.0,118.0,3.0,354.0,207.0,47076.0,2021-10-22,2021-10-25,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(93.625, 97.25]"
343.0,Shirt,Mandarin Collar,L,indigo,53.0,"A indigo coloured, L sized, Mandarin Collar Shirt",1450.0,296.0,109.0,2.0,218.0,207.0,47076.0,2021-10-22,2021-10-25,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(104.5, 108.125]"
466.0,Jacket,Puffer,S,yellow,48.0,"A yellow coloured, S sized, Puffer Jacket",1448.0,296.0,118.0,3.0,354.0,207.0,47076.0,2021-10-22,2021-10-25,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(108.125, 111.75]"
311.0,Shirt,Cuban Collar,S,violet,43.0,"A violet coloured, S sized, Cuban Collar Shirt",3809.0,760.0,105.0,2.0,210.0,207.0,14658.0,2021-7-9,2021-07-11,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(89.971, 93.625]"
